solve_id,date,total_time,scramble,solution,turns,tps,move_times,analysis_type,device_name,session_name,raw_solution,raw_timestamps,gyro_data,cross_face,cross_moves,cross_time,cross_execution_time,f2l_pair1_moves,f2l_pair1_time,f2l_pair1_recognition_time,f2l_pair1_execution_time,f2l_pair2_moves,f2l_pair2_time,f2l_pair2_recognition_time,f2l_pair2_execution_time,f2l_pair3_moves,f2l_pair3_time,f2l_pair3_recognition_time,f2l_pair3_execution_time,f2l_pair4_moves,f2l_pair4_time,f2l_pair4_recognition_time,f2l_pair4_execution_time,oll_case_id,oll_moves,oll_time,oll_recognition_time,oll_execution_time,pll_case_name,pll_moves,pll_time,pll_recognition_time,pll_execution_time
6519,2024-10-02T13:13:05.381Z,22173,D L' F' L U' R U' R2 U R L2 U' R D' B2 D' L' U R D2 B' F,F' B' L U F R' D D' F' D D F R' D R B D' B' D' L D' L' R D R' D' D' R D R' D' L D L' D F' D' F D B D B' D B D' B' D' D' R D F D' F' D F D' F' R' D' B' F B' F U F B' R' R' F' B U F B' F B' D' D B' F B' F U' B' F R' R' F' B U' B' F F B' B' F F B' U' B' F R' R' F' B U' B' F B' F D',110,4.960988589726244,"0 333 454 904 1203 1324 1894 3544 4174 4265 4474 4715 5015 5104 5224 5824 5915 6004 6693 7204 7294 7415 7954 8044 8133 8194 8254 8344 8433 8494 9065 10294 10593 10715 10954 11433 11674 11766 12304 12483 12665 13265 13415 13504 13567 13654 14283 14344 14524 14824 14915 14974 15065 15154 15215 15304 15394 15515 16114 16624 16624 16715 16727 16984 17104 17104 17254 17344 17433 17433 17674 17794 17807 17883 17883 17944 18815 19383 19383 19445 19458 19654 19744 19756 19954 20015 20074 20086 20344 20404 20416 20494 20494 20915 20927 21004 21004 21183 21304 21326 21483 21544 21604 21636 21844 21965 21977 22023 22035 22173",CFOP,,Default Session,,,,U,"F' B' L U F R'",1324,1324,"D D' F' D D F R' D R",3900,570,3330,"B D' B' D' L D' L' R D R' D' D' R D R'",3270,600,2670,"D' L D L' D F' D' F",3272,571,2701,"D B D B' D B D' B'",1888,538,1350,50,"D' D' R D F D' F' D F D' F' R'",1861,629,1232,Ub,"D' B' F B' F U F B' R' R' F' B U F B' F B' D' D B' F B' F U' B' F R' R' F' B U' B' F F B' B' F F B' U' B' F R' R' F' B U' B' F B' F D'",6658,599,6059
6518,2024-10-02T13:12:21.328Z,17225,B F' U L D R D2 U' L2 B2 U B F2 R2 D2 B' F U2 F B' D2 F',R U B F' L' L' D L' D L R' D R D L' D D L D D R D R' D' D' F' D F D D B D' B' D' D F' D' F D' F' D F D L B D B' D' L' D' B D' D' B' D' B D' B' D B D B' L' B D B' D' B' L B B D' D' B' B D B' D',78,4.528301886792453,"0 94 305 394 784 905 2105 2344 2401 2525 2884 3034 3155 3814 3934 4114 4175 4294 4475 4564 4654 4864 4954 5675 7805 8105 8194 8343 8644 8734 8794 8914 9005 9844 10804 10984 11104 11225 11344 11435 11494 11584 12125 12514 12694 12814 12905 12994 13114 13655 13775 13925 13984 14075 14194 14314 14375 14434 15004 15125 15275 15365 15514 15604 15695 15784 15844 15934 15994 16084 16144 16171 16294 16594 16684 16925 17044 17225",CFOP,,Default Session,,,,U,"R U B F' L' L'",905,905,"D L' D L R' D R",2250,1200,1050,"D L' D D L D D R D R'",1799,659,1140,"D' D' F' D F D D B D' B'",4051,721,3330,"D' D F' D' F D' F' D F",2579,839,1740,51,"D L B D B' D' L' D' B D' D' B' D' B D' B'",2850,541,2309,Jb,"D B D B' L' B D B' D' B' L B B D' D' B' B D B' D'",2791,570,2221
6517,2024-10-02T13:11:49.023Z,23881,L U2 D2 F U' L2 R U' L F2 B' D' B F' D' R' B F' R2 U' L2 U',U' L' B' U U L B' B' U' D' L D L' D F' D' F D D B' D B D F D F' D B D' B' B' D' B D' D L' D L D' D' B D B' D D R' B' D' B D B' D' B D R D' F' F' U' F F D F' F' D' U F U' F U F' D F D' F D',76,3.1824462962187514,"0 300 421 1981 2101 2431 2762 2820 3481 4141 6842 7141 7262 7441 7981 8071 8162 8851 8972 9931 10021 10201 10381 10531 10681 10771 11251 11971 12121 12241 12481 12871 12991 13621 14700 15213 15331 15541 15631 15692 16112 16231 16323 16861 17912 18271 18391 18571 18691 18751 18872 18962 19052 19171 19381 19951 20671 20731 20851 20972 21062 21181 21331 21511 21662 21691 21931 21992 22112 22230 22351 22411 22531 22592 22681 23881",CFOP,,Default Session,,,,U,"U' L' B' U U L B' B' U'",3481,3481,"D' L D L' D F' D' F",4681,660,4021,"D D B' D B D F D F'",2609,689,1920,"D B D' B' B' D' B",2220,480,1740,"D' D L' D L D' D' B D B'",3332,630,2702,46,"D D R' B' D' B D B' D' B D R",3058,538,2520,V,"D' F' F' U' F F D F' F' D' U F U' F U F' D F D' F D'",4500,570,3930
6516,2024-10-02T10:31:25.831Z,19563,L2 F' L2 D' R' F2 L2 R U F' B2 R' U2 F' U' R D2 L2 R' F L' R,U' F' F' B U' U' L R R U' U' D D L D L' D' B' D' B F D' F' D L D' L' D R' D D R D R' D' R L' D' L D' R' D' R D' R' D R D R F' R' F D' L D L' D' L' F L L D' L' D' L D L' F' D' D',70,3.578183305219036,"0 181 241 632 782 872 1112 1412 1473 2102 2191 5312 6212 7532 7802 7923 8131 8672 8791 8882 9391 9511 9662 9811 10202 10323 10503 11041 11942 12031 12123 12242 12481 12582 13023 13152 14223 14342 14432 14912 15391 15573 15691 15815 15961 16111 16231 16323 16442 16503 16652 16832 17373 18032 18182 18303 18391 18453 18513 18602 18662 18753 18812 18872 19023 19143 19231 19412 19532 19563",CFOP,,Default Session,,,,U,"U' F' F' B U' U' L R R U' U'",2191,2191,"D D L D L' D' B' D' B",6691,3121,3570,"F D' F' D L D' L'",1621,509,1112,"D R' D D R D R' D' R",2649,538,2111,"L' D' L",1280,1071,209,35,"D' R' D' R D' R' D R D R F' R' F",2400,480,1920,T,"D' L D L' D' L' F L L D' L' D' L D L' F' D' D'",2731,541,2190
6515,2024-10-02T10:30:48.588Z,18994,L2 F L' B2 L2 R2 D2 B' R2 F' L2 F' B2 U2 R2 F2 B D2 F' D' F2 R,R B B U B U U R U' U' R D' D' R' D R D' R' L D L' D' F D' F' D D D B D' B' D' B D' B' D L' F L F' D B D' D' B' D D B D' B' D' L B D B' D' B D B' D' L' D B D' B' D' B D B U B' D' B U' B' D' D' B' D',79,4.159208171001369,"0 155 214 514 724 3064 3214 3424 3664 3755 4354 4505 4564 4654 4955 5013 5073 5194 6184 6304 6394 6694 7055 7174 7294 7863 8464 8585 8973 9005 9124 9274 9365 9905 10055 10177 10864 10955 11135 11224 12364 12664 13024 13085 13205 13293 13384 13415 13474 13595 14823 15063 15243 15335 15395 15484 15573 15664 15755 15874 15994 16564 16805 16924 17014 17105 17165 17314 17435 17585 17643 17764 17885 17944 18064 18243 18335 18393 18994",CFOP,,Default Session,,,,U,"R B B U B U U R U' U'",3755,3755,"R D' D' R' D R D' R'",1439,599,840,"L D L' D' F D' F'",2100,990,1110,"D D D B D' B' D' B D' B' D L' F L F'",3930,569,3361,"D B D' D' B' D D B D' B'",2371,1140,1231,47,"D' L B D B' D' B D B' D' L'",2399,1228,1171,Ra,"D B D' B' D' B D B U B' D' B U' B' D' D' B' D'",3000,570,2430
6514,2024-10-02T10:30:02.109Z,17224,U D' B U L2 B U2 D' L B2 F2 L D' F2 D F' B' L' B' F L2 R2,U B U L F' B U D D F' D' F D' F' D F D D' B D' B' D' D' F D F' B' D B D B' D B D' R D R' F D L D' L' L' F' L D L D' L' D L D' L' D' L D L U L' D' L U' L' D' D' L' D D D L' R L' R U' L' R B' B' L R' U' L' R L' R D' D',87,5.051091500232234,"0 95 544 784 1414 1713 2103 2254 3004 3484 3663 3753 3963 4083 4174 4263 4625 5524 5613 5734 5884 6694 6784 6904 7024 7145 7384 7445 7534 7774 7954 8225 8374 8645 8944 9034 9094 9934 10084 10241 10325 10384 10474 10595 10684 10774 10895 10954 11013 11613 11913 12034 12154 12217 12305 12514 12844 13025 13113 13354 13595 13654 13894 14013 14104 14224 14313 15124 15334 15963 15963 16055 16067 16204 16296 16308 16446 16504 16683 16683 16835 16924 16924 17074 17074 17163 17224",CFOP,,Default Session,,,,U,"U B U L F' B U",2103,2103,"D D F' D' F D' F' D F",2160,151,2009,"D D' B D' B'",1621,362,1259,"D' D' F D F'",1261,810,451,"B' D B D B' D B D' R D R'",1949,239,1710,12,"F D L D' L' L' F' L D L D' L'",1919,840,1079,T,"D L D' L' D' L D L U L' D' L U' L' D' D' L' D D D L' R L' R U' L' R B' B' L R' U' L' R L' R D' D'",6211,600,5611
6513,2024-10-02T10:29:26.409Z,16265,R2 U B' R2 F D' R F' L' B L2 R' F' D2 L B2 R2 U L R2 U D2,U' U' B U' D R' B U D F' D' D' F D D B D B' D' L D L' D R' D R D R' D R D' R' D R D B' D' B D R' B B' B R B' D D R F' R' F D F D F' D' F D' F' D' R F D' F' D' F D F' R' F D F' D' F' R F R' D,78,4.795573316938211,"0 65 334 454 784 1205 1835 1924 2315 2644 2764 2824 2944 3304 3394 3574 3694 3784 5284 5675 5794 5855 6334 6874 6965 7054 7174 7234 7445 7565 7625 7715 7741 7835 8824 9004 9184 9304 9424 9755 9845 10054 10204 10774 10924 11654 11765 12304 12394 12574 12694 12815 12905 13054 13115 13234 13324 13384 13505 14044 14254 14404 14465 14525 14616 14734 15184 15304 15425 15484 15604 15665 15754 15905 15965 16115 16205 16265",CFOP,,Default Session,,,,U,"U' U' B U' D R' B U",1924,1924,"D F' D' D' F D D B D B'",1860,391,1469,"D' L D L'",2071,1500,571,"D R' D R D R' D R D' R' D R",1980,479,1501,"D B' D' B D R' B B' B R B'",3089,989,2100,30,"D D R F' R' F D F D F' D' F D' F'",2581,730,1851,Y,"D' R F D' F' D' F D F' R' F D F' D' F' R F R' D",2760,539,2221
6512,2024-10-02T10:28:48.085Z,14042,F' U D' R' L U F' D2 U' L' U L2 R' D U2 L2 U F U' F2 B' D',F' R' U' L' U' R' U B' D B D B' D B D F' D F D F D F' D' D' F D F' D' B D' B' R D R' D' L' D' L F D L D' L' D L D' L' F' D' R' D' B' R D R' D' R' B R R D' R' D' R D R' D R D,69,4.913829938755163,"0 212 422 722 1053 1742 2162 2607 2702 2822 2912 3002 3242 3332 3542 3662 3782 3932 4532 4683 4832 4922 5042 5102 5162 5282 5372 5852 6092 6392 6482 7112 7262 7383 8072 8192 8341 8432 9152 9722 9748 10022 10172 10292 10348 10472 10532 10677 11192 12034 12154 12272 12363 12482 12543 12632 12692 12782 12842 12903 12962 13023 13083 13172 13262 13382 13712 13922 14042",CFOP,,Default Session,,,,U,"F' R' U' L' U' R' U",2162,2162,"B' D B D B' D B D F' D F",1770,445,1325,"D F D F' D' D' F D F'",1440,600,840,"D' B D' B' R D R'",2011,480,1531,"D' L' D' L",1049,689,360,50,"F D L D' L' D L D' L' F'",2245,720,1525,F,"D' R' D' B' R D R' D' R' B R R D' R' D' R D R' D R D",3365,515,2850
6511,2024-10-02T10:28:16.686Z,19924,R' F2 U2 L D' U2 B' F' U R F D U2 R L2 D U' L2 D2 L B2 D,F U R' B U' L U' U' D' F' D F D F' D F D B' D B D D F D' F' D R' D R B D' B' D D L' D' L D' L' D L L D' L' D' L D' L' D F' D' F D' F' R' B R' B' R B R' B' R F F' R F D D F F U L' D L' D' L U' F' F' R' D R D,84,4.216020879341498,"0 94 304 633 724 1054 2193 2283 2883 3033 3124 3244 3333 3394 3604 3724 3933 3994 4114 4264 5374 5854 6033 6153 6333 6423 6784 6873 6994 7565 7623 7714 8104 8554 9365 9633 9754 9965 10115 10264 10324 10654 10744 10833 11104 11255 11433 11523 11615 11944 12066 12123 13324 13623 13773 13894 14044 14165 14283 14403 14733 14945 15064 15273 15334 15754 16233 16774 17374 17703 17794 17883 18033 18183 18274 18394 18453 18783 18903 18994 19115 19354 19503 19924",CFOP,,Default Session,,,,U,"F U R' B U' L U' U'",2283,2283,"D' F' D F D F' D F D B' D B",1981,600,1381,"D D F D' F' D R' D R",2730,1110,1620,"B D' B' D D L' D' L D' L' D L",3330,571,2759,"L D' L' D' L D' L' D F' D' F",1799,330,1469,52,"D' F' R' B R' B' R B R' B' R F F' R F",4110,1201,2909,Ga,"D D F F U L' D L' D' L U' F' F' R' D R D",3691,541,3150
6510,2024-10-02T10:27:35.990Z,16592,L2 R D F' L' F D F' B2 R U R2 F' L' D U' F B' L2 R' B' R',U L' F L L D' L' D L D' D' L' D L R D R' D D' D F D' F' D' D' F' D D F D' F' D F D D' R D R' D R D R' D B R' B R R D' R' D' R D R' B B D' D' R' R' U' R R D R' R' D' U R U' R U R' D R D' R D',78,4.70106075216972,"0 454 542 724 754 1143 1503 1893 1954 2283 2375 2643 2763 2824 3632 3753 3843 4354 4503 4743 5074 5192 5493 5913 6813 7204 7324 7383 7503 7654 7743 7924 8104 9275 9843 9993 10113 10233 10324 10413 10593 10653 11104 11913 12032 12123 12243 12303 12363 12454 12543 12603 12723 12783 13083 13176 13893 14170 14704 14763 14913 15003 15063 15183 15243 15303 15393 15405 15633 15693 15813 15933 16056 16143 16232 16323 16413 16592",CFOP,,Default Session,,,,U,"U L' F L L",754,754,"D' L' D L D' D' L' D L",2070,389,1681,"R D R' D D' D F D' F'",2669,808,1861,"D' D' F' D D F D' F' D F",2611,420,2191,"D D' R D R' D R D R'",2549,1171,1378,29,"D B R' B R R D' R' D' R D R' B B",2523,451,2072,V,"D' D' R' R' U' R R D R' R' D' U R U' R U R' D R D' R D'",3416,717,2699
6509,2024-10-02T10:26:47.253Z,31142,D2 R D U' L2 B D2 R U F' L' B D' R' U' D2 R' F' U2 F U L,F' D D R' L L' D U U' R' L L' L' R' R' F' U U' U' R L U' F U D D L' L L D' D' L' B D' B' D D' F' D' F D' B' D' B D R' D R D D' R D' R' D B' D' B D' D R D F D' F' R' D' L B D B' D' L' D D D F L' F R' R' F' L F R' R' F' F',87,2.7936548712349882,"0 61 183 362 962 1412 1652 2343 2611 3812 3823 7621 7683 8252 8342 9752 10262 10772 11221 11342 11942 12033 12392 12661 12962 14042 14672 14821 14912 15003 15091 15183 15484 15602 16142 16532 17433 17912 18121 18271 18633 19202 19383 19502 19652 20133 20192 20284 20792 21333 21662 21752 21902 22052 22442 22533 22622 23402 23671 24392 24602 24692 24783 24872 25021 25203 25502 25684 25802 25862 25922 26072 27271 27363 27992 28472 28562 28892 29042 29102 29822 30032 30304 30393 30512 30872 31142",CFOP,,Default Session,,,,U,"F' D D R' L L' D U U' R' L L' L' R' R' F' U U' U' R L U' F U",12661,12661,"D D L' L L D' D' L' B D' B'",3481,301,3180,"D D' F' D' F",2129,390,1739,"D' B' D' B D R' D R",2013,362,1651,"D D' R D' R' D B' D' B",2338,508,1830,2,"D' D R D F D' F' R' D' L B D B' D' L'",3450,780,2670,Ab,"D D D F L' F R' R' F' L F R' R' F' F'",5070,1199,3871
6508,2024-10-02T10:25:49.983Z,35013,L' U R2 F R' L F2 D' R' U L2 U2 R2 L2 D2 L D' U' F' D2 B' U2,D' U B U' U' R' U B' U' B' D D B R' D' R D L' D D L D' D' F' D' F D' D B D B' D' D' L' D L D B' D' B D B' D' B D R F D F' D' R' D' D' B R F' R' B' F D F D' F' D' F' D' F L L U B' D B D' U' L U U' L' L' L' L L L' L' F' D F D D' D' D R D' R' B R' B' R D' D' F D L D' L' D L D' L' F' D' L L F' F' L' B' L F' F' L' B L' D',125,3.570102533344758,"0 36 152 303 423 633 1023 1294 1593 2313 2403 2494 2552 3003 3095 3153 3813 3963 4143 4203 4293 4653 4923 5403 5523 5613 6633 6903 7053 7203 7294 7503 7623 8013 8103 8194 9093 9544 9694 9783 9902 9963 10113 10173 10894 11583 11823 11913 12002 12094 12213 12610 12693 12844 12994 13083 13203 13353 13413 13682 13803 13894 13983 14794 15603 15753 15903 16053 16114 16203 16382 16562 16773 16864 17013 17103 18753 18963 19233 21154 21245 21752 22473 23223 23313 25144 25233 25324 27213 27423 27603 27933 28053 28144 28294 28503 28564 28713 28773 29823 29944 30183 30543 30632 30724 30813 30903 30994 31053 31173 31294 32283 33273 33333 33483 33544 33663 33783 33903 34054 34145 34233 34623 34744 35013",CFOP,,Default Session,,,,U,"D' U B U' U' R' U B' U'",1593,1593,"B' D D B R' D' R",1560,720,840,"D L' D D L D' D' F' D' F",2460,660,1800,"D' D B D B' D' D' L' D L",2581,1020,1561,"D B' D' B D B' D' B",1979,899,1080,17,"D R F D F' D' R' D' D' B R F' R' B' F D F D' F'",3810,721,3089,Gb,"D' F' D' F L L U B' D B D' U' L U U' L' L' L' L L L' L' F' D F D D' D' D R D' R' B R' B' R D' D' F D L D' L' D L D' L' F' D' L L F' F' L' B' L F' F' L' B L' D'",21030,811,20219
6507,2024-10-02T10:24:49.549Z,15812,L F2 L B2 L F' U2 D' R' U L B F U F D' B L R' D2 L' D,R R B L' F D' D B' D B D' R D' R' L' D' L R' D R F' D' F D' L D L' D' L B' L' B D' L B D B' D' B D B' D' L' D' F L B' L' F' B D B D' B' D' D' B D' B' D' B D B U B' D' B U' B' D' D' B' D' D',74,4.67998988110296,"0 63 242 631 693 1322 2582 2732 2852 2943 3271 3662 3752 3871 4262 4381 4472 4712 4772 4893 5912 6031 6212 6400 6512 6572 6663 7472 7863 7952 8042 8102 8851 9722 9902 10022 10082 10143 10262 10322 10412 10502 10652 11043 11193 11282 11372 11493 11551 11583 12362 12452 12485 12603 13263 13322 13831 13951 14043 14132 14222 14343 14493 14643 14702 14852 14943 15093 15272 15422 15482 15632 15752 15812",CFOP,,Default Session,,,,U,"R R B L' F",693,693,"D' D B' D B D' R D' R'",3178,629,2549,"L' D' L R' D R",1022,391,631,"F' D' F D' L D L'",1770,1019,751,"D' L B' L' B",1439,809,630,48,"D' L B D B' D' B D B' D' L' D' F L B' L' F' B D B D' B'",4501,749,3752,Ra,"D' D' B D' B' D' B D B U B' D' B U' B' D' D' B' D' D'",3209,660,2549
6506,2024-10-02T10:24:12.586Z,16474,D2 F' D2 F' U D2 F2 R2 L' D L' D2 R L U' B' R U' D2 L R2 D2,U' F F U' F' U' F D F' L D' L' D' R' D R D B D B' D' D' R D R' D R D' R' D D' F R' D' R D R F' R' F D L D' L' L' F' L D L D' L' D' L L U B' D B' D' B U' L' L' F' D F D,67,4.067014689814252,"0 123 215 453 843 1143 2193 2343 2432 3123 3272 3364 4323 4893 5044 5193 5313 5882 6063 6333 6693 7173 7623 7773 7832 8043 8164 8223 8314 9633 9873 10233 10353 10474 10563 10682 10744 10832 10953 11673 11823 11974 12032 12123 12213 12336 12453 12632 12723 12783 13082 13954 14493 14583 14704 14823 14943 15063 15152 15214 15364 15482 15543 15632 15873 16083 16474",CFOP,,Default Session,,,,U,"U' F F U' F' U'",1143,1143,"F D F' L D' L'",2221,1050,1171,"D' R' D R D B D B'",2969,959,2010,"D' D' R D R' D R D' R'",1981,360,1621,"D D' F R' D' R D R F' R'",2639,1319,1320,12,"F D L D' L' L' F' L D L D' L'",2129,720,1409,Ga,"D' L L U B' D B' D' B U' L' L' F' D F D",3392,872,2520
6505,2024-10-02T10:23:38.668Z,14496,L2 F' U R B F' L2 R U2 R F2 D' R2 L2 B' U' R2 U' L2 B U' L2,R' R' B L B U U B B U' L D D L' D' D L' D' L D R D' R' F' D' F D D D R' D' R B' D B D' R' D R D R' D R D' R' D R D' R F L' F L F' F' R' D' D' L D L' D L D' D' L' L' R L' R U' L' R L' R D' D' L' R L' R U' L' R L' R D',87,6.001655629139073,"0 65 419 539 659 1049 1169 1349 1409 1955 2370 2465 2555 2615 2796 3059 3156 3329 3420 3696 3989 4145 4295 4799 4889 5009 5339 5939 6479 6779 6899 6959 7319 7447 7506 8225 8549 8705 8789 8879 8969 9179 9365 9419 9515 9786 9930 10409 10565 10739 10769 10896 10979 11069 11197 11315 11586 11647 11735 11909 12005 12066 12185 12246 12270 12462 13386 13397 13446 13446 13565 13656 13656 13716 13716 13866 13892 13955 13967 14015 14015 14189 14315 14315 14327 14327 14496",CFOP,,Default Session,,,,U,"R' R' B L B U U B B U'",1955,1955,"L D D L' D' D L' D' L",1465,415,1050,"D R D' R' F' D' F",1589,276,1313,"D D D R' D' R B' D B",2497,330,2167,"D' R' D R D R' D R D' R' D R",2424,719,1705,11,"D' R F L' F L F' F' R' D' D' L D L' D L D' D' L'",2532,479,2053,H,"L' R L' R U' L' R L' R D' D' L' R L' R U' L' R L' R D'",2034,924,1110
6504,2024-10-02T10:23:03.593Z,16444,L2 D' R2 U L R' B' U' D R' B2 R2 U' L2 F2 R L2 F B' D R2 U,F' U U R' F' R R D F' D' F D' F' D F D B D B' D R D' R' R' D' R L' D L D' D' L' D L R' D D R D' D' R' D R L D L' D L D' D' L' D L D L' D' L' F L L D' L' L L' D' L D L' F' D',70,4.256871807346145,"0 125 274 545 1685 1802 1895 2975 3514 3664 3754 3995 4114 4564 4684 5974 6364 6485 6604 6965 7504 7595 7774 8494 8914 9004 9844 10474 10624 10894 10954 11075 11197 11255 11974 12034 12124 12305 12484 12574 12634 12695 12784 13414 13565 13655 13714 13834 13894 13954 13985 14494 14674 14824 14914 15035 15124 15214 15241 15305 15365 15425 15605 15784 15874 15964 16084 16204 16324 16444",CFOP,,Default Session,,,,U,"F' U U R' F' R R",1895,1895,"D F' D' F D' F' D F",2789,1080,1709,"D B D B' D R D' R'",3090,1290,1800,"R' D' R L' D L D' D' L' D L",3481,720,2761,"R' D D R D' D' R' D R",1529,719,810,26,"L D L' D L D' D' L'",1201,630,571,T,"D L D L' D' L' F L L D' L' L L' D' L D L' F' D'",2459,509,1950
6503,2024-10-02T10:22:29.908Z,17068,L2 R F2 U R U' F' R' F U' F R' U B' R U2 R U B' U F U2,B' U' F' R R U' L' L' D B' D B D D' D' F' D' F D' F D F' D' D' F D F' L' D L D' L' D L R' B' L B' L' B B R D R D' D' R' D' R D' R' D' D' B R D' R' D' R D R' B' R D R' D' R' B R B',70,4.101242090461683,"0 88 357 597 687 1017 1197 1287 1956 2697 2787 2847 3687 6447 6538 6807 6957 7021 7498 8098 8277 8338 8427 8488 8547 8697 8757 10408 10497 10648 10887 10948 11038 11133 11787 11937 12087 12177 12297 12387 12508 12658 12778 12897 12957 13018 13137 13377 13977 14067 14127 14817 15268 15478 15627 15687 15747 15807 15927 16048 16138 16227 16318 16408 16498 16618 16738 16798 16978 17068",CFOP,,Default Session,,,,U,"B' U' F' R R U' L' L'",1287,1287,"D B' D B",1560,669,891,"D D' D' F' D' F",4174,840,3334,"D' F D F' D' D' F D F'",1736,477,1259,"L' D L D' L' D L",2376,1651,725,10,"R' B' L B' L' B B R D R D' D' R' D' R D' R'",2994,654,2340,Y,"D' D' B R D' R' D' R D R' B' R D R' D' R' B R B'",2941,690,2251
6502,2024-10-02T10:21:50.382Z,16892,F2 B' R' D' L2 U' F2 D2 F R2 L U' L2 R U' D2 R U' R' D' R L',U U D' L' U F L' U' U' D L' D' D' L D' F' D F R' D' R R D R' D' D' R' D R D' B D B' D D B D' B' D D R D' R' D' D' R D F D' F' D' R' D F B' B' F U B' F R' R' F' B U B' F B' F D' D',71,4.203173099692162,"0 151 331 661 1352 1711 2461 2822 2911 3391 4382 4471 4531 4622 4951 5551 5851 5943 6722 6842 7021 7772 7922 7982 8761 8851 8911 8971 9062 10022 10171 10262 10352 10501 10562 10621 10681 10772 11251 11972 12244 12331 12421 12572 12662 12872 13111 13171 13261 13352 13561 13681 14133 14702 14702 14794 14806 14971 15811 15812 16142 16201 16321 16334 16532 16651 16663 16742 16754 16831 16892",CFOP,,Default Session,,,,U,"U U D' L' U F L' U' U'",2911,2911,"D L' D' D' L D' F' D F",3032,480,2552,"R' D' R R D R'",2039,779,1260,"D' D' R' D R",1080,779,301,"D' B D B' D D B D' B'",1710,960,750,40,"D D R D' R' D' D' R D F D' F' D' R'",2909,479,2430,Ua,"D F B' B' F U B' F R' R' F' B U B' F B' F D' D'",3211,452,2759
6501,2024-10-02T10:21:08.387Z,24362,D2 F D R' B' F' D' F2 B' U R2 F' U R' U2 F L' B' L D2 U2 F',U L' B' L' D F R F U L U L' U' L U L' D' L D' D' L' D L R D' R' D R' D' R D' D D R' D D R R D R' R' D R D D L D' L' D' L D L' D D L D' L' D L' F' R F' R' F R F' R' F F L R R B' B' R' F' R B' B' R' F R',82,3.3658977095476565,"0 153 303 873 1473 1893 2070 2162 2523 6063 6243 6423 6603 6933 7562 9003 9183 9303 9603 9693 9813 9993 10112 10623 10773 10893 11104 11283 11493 11583 12573 13203 13263 13593 13743 13863 14013 14133 14224 14373 14463 14643 14703 15963 16053 17133 17193 17312 17523 17613 17703 17823 18063 18453 18543 18603 18662 19383 20403 20523 20643 20792 20853 20974 21093 21183 21302 21424 21512 21574 23312 23344 23403 23462 23643 23763 23912 24003 24063 24273 24304 24362",CFOP,,Default Session,,,,U,"U L' B' L' D F R F U L U L' U' L U",7562,7562,"L' D' L D' D' L' D L",2550,1441,1109,"R D' R' D R' D' R",1471,511,960,"D' D D R' D D R R D R' R' D R",3120,990,2130,"D D L D' L' D' L D L' D D L D' L'",3959,1260,2699,52,"D L' F' R F' R' F R F' R' F F L",2912,721,2191,Aa,"R R B' B' R' F' R B' B' R' F R'",2788,1738,1050
6500,2024-10-02T10:20:25.490Z,15450,F D B D' L D' R2 L' B' L' R2 U L' R' U F2 L2 U2 R F U2 F,L U' L R' B B U' U' D R' D R D L' D' L D' D' R' U' R D' R' U R F D' F' L D' L' D D L D' L' D D R D R' D' D' R D R' R D R' D' R' B R R D R' D' B' D' D' R D' D' R' D' R D' R' D D' D' L' D' L B L' D' L D L B' L' L' D L D,86,5.566343042071198,"0 125 335 665 815 905 1354 1475 1715 2045 2164 2315 2555 2825 3246 3305 3694 4354 4865 5193 5285 5375 5465 5555 5675 5885 6064 6275 7235 7595 7685 7865 7925 8045 8135 8195 8765 8824 9064 9214 9305 9394 9485 9544 9694 9905 10625 10745 10835 10923 10985 11045 11135 11195 11315 11435 11524 11645 12185 12244 12304 12515 12575 12635 12815 12875 12935 13025 13595 13715 14045 14194 14375 14465 14643 14704 14794 14915 14975 15065 15125 15214 15274 15300 15425 15450",CFOP,,Default Session,,,,U,"L U' L R' B B U' U'",1475,1475,"D R' D R D L' D' L",1830,240,1590,"D' D' R' U' R D' R' U R F D' F'",2970,389,2581,"L D' L' D D L D' L'",1920,960,960,"D D R D R' D' D' R D R'",1710,570,1140,9,"R D R' D' R' B R R D R' D' B' D' D' R D' D' R' D' R D' R'",3120,720,2400,Ja,"D D' D' L' D' L B L' D' L D L B' L' L' D L D",2425,570,1855
