solve_id,date,total_time,scramble,solution,turns,tps,move_times,analysis_type,device_name,session_name,raw_solution,raw_timestamps,gyro_data,cross_face,cross_moves,cross_time,cross_execution_time,f2l_pair1_moves,f2l_pair1_time,f2l_pair1_recognition_time,f2l_pair1_execution_time,f2l_pair2_moves,f2l_pair2_time,f2l_pair2_recognition_time,f2l_pair2_execution_time,f2l_pair3_moves,f2l_pair3_time,f2l_pair3_recognition_time,f2l_pair3_execution_time,f2l_pair4_moves,f2l_pair4_time,f2l_pair4_recognition_time,f2l_pair4_execution_time,oll_case_id,oll_moves,oll_time,oll_recognition_time,oll_execution_time,pll_case_name,pll_moves,pll_time,pll_recognition_time,pll_execution_time
69305,2025-10-14T14:52:59.768Z,16289,D' B2 D F2 R2 U B2 D B2 D2 L B R U F' D B' U F' R F2,U R' U' L F U' B' U' U' D' D' R' D' R D B D B' D' D' D' R D' R' D' R' D' R D' D' D D' R' D R D' D' L D' L' D L D' L' D D' B D R D' R' B' D F L D L' D' F' D R' D' R F R' D' R D R F' R' R' D R D D,76,4.665725336116397,"0 91 332 629 749 1049 1319 1771 1921 3031 3092 3329 3479 3571 3930 4350 4439 4531 4889 6060 6120 6570 6660 6781 7681 7889 8160 8489 8641 8731 8819 9090 9241 9299 9390 10110 10289 10350 10589 10740 10829 10919 10981 11039 11670 12000 12151 12420 12541 12630 12690 12871 13019 13380 13622 13680 13739 13829 13949 14820 14971 15089 15180 15329 15421 15509 15570 15660 15749 15809 15872 15930 15991 16108 16259 16289",CFOP,B?_BBC8,Default Session,,,,U,"U R' U' L F U' B' U' U'",1921,1921,"D' D' R' D' R D B D B'",2610,1110,1500,"D' D' D' R D' R'",2250,358,1892,"D' R' D' R D' D' D D' R' D R",2609,900,1709,"D' D' L D' L' D L D' L'",1649,720,929,3,"D D' B D R D' R' B' D F L D L' D' F'",2910,631,2279,Ja,"D R' D' R F R' D' R D R F' R' R' D R D D",2340,871,1469
69304,2025-10-14T14:52:22.121Z,14879,B2 D' R2 U R2 F2 D B2 U' F2 U L B' U' R2 B' U F2 D2 L2 D' B2,U B' U' U' R R D' U' F F D' F D' F' D D B' D B D' F' D' D' F D D' L' D' L L D' L' R' D R D' R' D D R D' R' R R' D R D' L D L' D L D' D' L' D L' L' U' L L D L' L' D' U L U' L U L' D L D' L D' D',77,5.175078970360912,"0 89 269 359 717 838 1380 2038 2159 2248 3299 3479 3628 3720 4108 4171 4259 4438 4529 5429 5547 5728 5757 5878 6028 7107 7499 7589 7648 8040 8099 8131 8548 8608 8728 9298 9419 9508 9567 10048 10139 10259 10378 10828 10889 10977 11489 11578 11698 11790 11849 11968 12028 12030 12088 12539 13111 13168 13318 13411 13468 13560 13618 13678 13768 13888 13978 14098 14128 14279 14368 14429 14518 14579 14698 14818 14879",CFOP,B?_BBC8,Default Session,,,,U,"U B' U' U' R R D' U' F F",2248,2248,"D' F D' F' D D B' D B",2281,1051,1230,"D' F' D' D' F D D' L' D' L",3119,900,2219,"L D' L'",483,392,91,"R' D R D' R' D D R D' R' R R' D R",2846,417,2429,26,"D' L D L' D L D' D' L'",1111,512,599,V,"D L' L' U' L L D L' L' D' U L U' L U L' D L D' L D' D'",2791,451,2340
69303,2025-10-14T14:51:29.079Z,14729,B2 U2 R2 B2 R2 U R2 F2 D2 R2 U' F U R' F L2 B' U' B2 L2 B' U2,F B' B' U' B B D' B D' B' F D' F' D B' D B D D F D F' D' L D' L' D' R D R' D' R D' R' D' L' D' L R D' R' D D B R' B' R D B R D R' D' R D R' D' B' R D R' D' R' B R R D' R' D' R D R' B',73,4.956208839703986,"0 181 239 420 538 600 1469 1558 2308 2458 3180 3330 3389 3989 4138 4319 4439 4737 5100 5219 5371 5429 5999 6328 6388 6509 6899 7588 7858 7979 8520 8700 8850 8940 9178 9269 9449 9598 9958 10019 10109 10259 10290 10740 10828 10950 11010 11460 11849 11999 12150 12180 12269 12358 12419 12508 12629 12748 13589 13738 13798 13889 13948 14011 14100 14159 14220 14250 14311 14398 14487 14580 14729",CFOP,B?_BBC8,Default Session,,,,U,"F B' B' U' B B",600,600,"D' B D' B' F D' F' D B' D B D D F D F'",4829,869,3960,"D' L D' L'",1080,570,510,"D' R D R' D' R D' R' D' L' D' L",3089,390,2699,"R D' R' D D B R' B' R",1412,360,1052,47,"D B R D R' D' R D R' D' B'",1738,450,1288,T,"R D R' D' R' B R R D' R' D' R D R' B'",1981,841,1140
69301,2025-10-14T14:50:46.989Z,13290,B2 D' L2 B2 U' B2 U L2 U L2 F2 B L' D F' R2 D2 L B' U' R B2,U R' F' U' L' F' U' U' B' D' B F D' D' F' B D' B' B' D' B D B' D D B D' B' D B D' F D' D' F' D' F D F' L L' D F' D' F D' R F' R' B R F R' B' D' F' B F' B U F' B L' L' F B' U F' B F' B D',72,5.417607223476298,"0 270 541 811 1201 1651 1830 1950 3002 3150 3209 3360 3451 3541 3600 3961 4111 4260 5192 5310 5401 5489 5579 5789 5850 5970 6059 6120 6212 6300 6899 7109 7229 7259 7350 7531 7591 7683 7771 8700 9149 9390 9661 9750 9779 10379 10650 10741 10891 10979 11040 11159 11220 11309 11790 12210 12212 12300 12302 12449 12570 12572 12720 12781 12870 12872 13079 13110 13111 13200 13202 13290",CFOP,B?_BBC8,Default Session,,,,U,"U R' F' U' L' F' U' U'",1950,1950,"B' D' B F D' D' F' B D' B'",2310,1052,1258,"B' D' B D B' D D B D' B' D B",2040,932,1108,"D' F D' D' F' D' F D F'",1471,599,872,"L L' D F' D' F",2008,929,1079,24,"D' R F' R' B R F R' B'",1530,600,930,Ua,"D' F' B F' B U F' B L' L' F B' U F' B F' B D'",1981,481,1500
69300,2025-10-14T14:50:15.280Z,15662,F2 R2 U' B2 U' L2 F2 U R2 U2 R2 F' D' B U F2 U L' D' L F2,D D U F' R U' F U' D' D' D' B D' B' D B B' B' D B D B' D B D D R' D R D R D' R' D' L D' L' F' F' D' D' R F F R' D' D' F' D F' D' D F D' D' F' F' R F R' D' D' F' R F R' D' D' F' B F' B U' F' B L' L' F B' U' F' B F' B D',85,5.42714851232282,"0 61 240 449 601 1199 1379 1559 1919 2401 2489 2611 2700 2789 3153 3782 3899 4169 4259 4379 4439 4529 4709 4831 5011 5072 5699 5820 5911 6150 6270 6329 6392 7049 7199 7289 7349 8822 8910 9031 9091 9239 9389 9481 9511 9661 9749 9839 9900 9991 10741 11042 11194 11279 11339 11399 11519 11581 11761 11851 11971 12031 12149 12209 12359 12479 13199 13531 13771 13774 13891 13921 14189 14192 14219 14399 14461 14941 15061 15299 15389 15392 15511 15513 15662",CFOP,B?_BBC8,Default Session,,,,U,"D D U F' R U' F U'",1559,1559,"D' D' D' B D' B'",1230,360,870,"D B B' B' D B D B' D B D D R' D R D R D' R'",3603,364,3239,"D' L D' L'",957,657,300,"F' F' D' D' R F F R' D' D' F' D F'",2642,1473,1169,0,"D' D F D' D' F' F' R F R' D' D' F' R F R'",2488,750,1738,Ub,"D' D' F' B F' B U' F' B L' L' F B' U' F' B F' B D'",3183,720,2463
69298,2025-10-14T14:49:34.716Z,13799,R2 F2 U2 R2 U F2 D L2 D B2 R2 L F2 D R2 B' U B2 U' F D',B' U' F' R' U' U' D B' D B F' D F D' B B' D B D' B' D B' D' B D' D' F D' F' D R' D R D D L' D' D' L D' D' L' D L D B R D' R' D' R D R' B' D' D' D R F' R' B R F R' B' R F R' B R R' R F' R' B' D,76,5.507645481556635,"0 119 358 631 1121 1200 1529 1679 1829 1949 2250 2368 2490 2969 3059 3149 3211 3391 3480 3602 3661 3780 3961 4049 4350 5039 5189 5309 5369 5489 5938 6088 6181 6545 6601 6722 6869 7351 7469 7531 7591 7651 7711 7801 8190 8761 8969 9059 9120 9209 9359 9389 9479 9571 10049 10261 10949 11099 11159 11221 11549 11729 11818 11879 12000 12149 12239 12331 12390 12751 12839 12929 13049 13169 13259 13799",CFOP,B?_BBC8,Default Session,,,,U,"B' U' F' R' U' U'",1200,1200,"D B' D B F' D F",1290,329,961,"D' B B' D B D' B' D B' D' B",1559,479,1080,"D' D' F D' F' D R' D R",2132,301,1831,"D D L' D' D' L D' D' L' D L",1620,364,1256,36,"D B R D' R' D' R D R' B'",1770,389,1381,E,"D' D' D R F' R' B R F R' B' R F R' B R R' R F' R' B' D",4228,478,3750
69297,2025-10-14T14:48:59.436Z,15719,B2 D2 B2 D L2 D R2 U' F2 U2 B2 L' D2 B' D' L' U' L B U2 F D2,U' B U' F' R R U U D' F D F' B D B' D' D' R D R' D R D' R' D D R' D R D' F D' F' D D D' L F' D' F D F L' F' D B B' D B D' D' B' B' D' B B D' B' B' D' D' B D' D B' B D F L' F R' R' F' L F R' R' F' F',79,5.025764997773395,"0 149 329 570 809 900 1561 1561 2129 3420 3510 3570 3902 4020 4049 4801 5342 5582 5700 5761 5970 6149 6239 6329 6780 6961 7139 7290 7440 7531 7951 8040 8161 8671 8762 9119 9421 9480 9602 9662 9722 9839 9900 9960 10532 10681 10742 10831 11072 11190 11282 11341 11431 11552 11641 11701 11822 11887 11913 12090 12150 12209 12813 13350 13650 13836 14040 14431 14519 14639 14759 14850 14924 15091 15239 15451 15572 15662 15719",CFOP,B?_BBC8,Default Session,,,,U,"U' B U' F' R R U U",1561,1561,"D' F D F' B D B'",2488,568,1920,"D' D' R D R' D R D' R'",2280,752,1528,"D D R' D R D' F D' F'",1832,451,1381,"D D D' L F' D' F D F L' F'",1799,510,1289,21,"D B B' D B D' D' B' B' D' B B D' B' B' D' D' B",2249,572,1677,Ab,"D' D B' B D F L' F R' R' F' L F R' R' F' F'",3510,604,2906
69295,2025-10-14T14:48:18.818Z,14942,L2 D2 L2 F2 U B2 L2 F2 D' R2 U F' R2 F L D2 L2 B' R' F' R2 U,U' B L B F R U L' U' U' D B' D B B D' B' D' D' F D' D' F' R D R' D L D' L' D' L D' L' D F' R F R' D' D' L' U' L D' L' U L D L D' L' D L' L' U' L L D L' L' U D' L U' L U L' D L D' L D' D',74,4.9524829340115115,"0 61 302 602 1470 1950 2611 2852 3300 3420 3781 4441 4531 4651 4741 4832 4922 5340 5760 5910 6092 6152 6212 6633 6752 6812 7290 7411 7501 7651 7800 7890 8070 8160 8280 8671 8761 8910 8970 9633 9752 10080 10320 10350 10442 10530 10680 10712 10804 10891 10982 11041 12542 12691 12811 13022 13050 13110 13200 13260 13322 13382 13384 13590 13680 13743 13860 14311 14432 14550 14640 14762 14912 14942",CFOP,B?_BBC8,Default Session,,,,U,"U' B L B F R U L' U' U'",3420,3420,"D B' D B B D' B'",1502,361,1141,"D' D' F D' D' F' R D R'",1890,418,1472,"D L D' L' D' L D' L' D F' R F R'",2158,478,1680,"D' D' L' U' L D' L' U L D L D' L'",2071,663,1408,-1,"",0,0,0,V,"D L' L' U' L L D L' L' U D' L U' L U L' D L D' L D' D'",3901,1501,2400
69293,2025-10-14T14:46:42.096Z,15181,L2 B2 R2 F2 U F2 U' L2 B2 L2 U R U F U' B' U2 L F L' B D2,R' R' B' U' R U' D' R D' R' D B' D D' B D' R' D R D D D F' D D F D' B' D' B D D' B D' B' D B D B' F' D F D' L D L' D' R D' D' R' D' R D' R' D R D R' D' U R R D' R D' R' D R' D R' R' U' D',74,4.874514195375799,"0 61 181 452 570 720 1861 1952 2102 2162 2312 3062 3272 3542 3960 4170 4770 4860 4950 5191 5852 6332 6540 6690 6751 7202 7502 7591 7682 7742 8160 8850 8940 9090 9151 9300 9420 9540 9630 10141 10234 10380 10440 10801 10890 10920 11524 11642 11792 11851 11912 12060 12150 12210 12302 12932 13562 13623 13712 13802 13805 13920 14010 14100 14220 14340 14461 14580 14700 14730 14822 14880 15091 15181",CFOP,B?_BBC8,Default Session,,,,U,"R' R' B' U' R U'",720,720,"D' R D' R' D B' D D' B D' R' D R",4230,1141,3089,"D D D F' D D F D' B' D' B",2792,241,2551,"D D' B D' B' D B D B'",1888,418,1470,"F' D F D' L D L'",1290,511,779,25,"D' R D' D' R' D' R D' R'",1382,604,778,Gd,"D R D R' D' U R R D' R D' R' D R' D R' R' U' D'",2879,630,2249
69292,2025-10-14T14:46:04.087Z,13620,D' F2 D' F2 U2 L2 F2 U L2 U2 R D' B' R' D R2 U' F2 L F D',B' U' F' R U U B' D' B F D' D' F' D D F D' F' D' B D' B' B' D' B D L D' D' L' L' L B D' B' L D' L' D D F' D' F D' F' R' D' R D' F D F' D F D F' D' R' F D F' D' F' R F F D' F' D' F D F' D F,74,5.433186490455213,"0 150 359 500 989 1081 1470 1650 1710 1951 2039 2132 2281 2399 2490 2580 2670 2732 3481 3600 3960 4110 4231 4352 4470 5192 5642 5702 5760 5853 6210 6270 6570 6660 6810 7020 7140 7230 7380 7440 7801 7921 7980 8672 9001 9181 9480 9750 10022 10172 10530 10710 10831 10980 11940 12060 12210 12421 12480 12572 12630 12750 12780 12870 12930 12960 13050 13080 13172 13230 13350 13440 13530 13620",CFOP,B?_BBC8,Default Session,,,,U,"B' U' F' R U U",1081,1081,"B' D' B F D' D' F' D D F D' F'",1651,389,1262,"D' B D' B' B' D' B",1738,749,989,"D L D' D' L' L' L B D' B'",2340,722,1618,"L D' L' D D F' D' F",1170,210,960,51,"D' F' R' D' R D' F D F' D F",3000,692,2308,F,"D F' D' R' F D F' D' F' R F F D' F' D' F D F' D F",2640,960,1680
69291,2025-10-14T14:45:11.076Z,18361,D2 L2 U' B2 L2 U B2 R2 D' R2 D L D' F' D L D' L' U' B L' F',L U' B R' B' B' B' L U' U B U' D' D' D' R D' R' R' D R D D R D' R' D' R D' R' D R D' R' D' D' R D' R' D B' D B D D F' D F D L' D L D' D' L' D' D' L L D L' L' D L D' F L D L' D' L D L' D' F' D F L D' L' D' L D L' F' L D L' D' L' F L F' D' D',95,5.174010130167202,"0 150 360 600 870 990 1710 2010 2280 3031 3120 3360 3810 4770 5371 5430 5623 5702 5790 5881 5971 6572 6690 6840 6960 6990 7080 7200 7350 7472 7560 7682 7740 7800 8550 9211 9330 9450 9541 9660 10080 10230 10320 10651 10741 10861 11070 11220 11340 11792 11881 12000 12241 12330 12480 12631 12692 12750 12811 12960 13020 13080 13200 13562 14586 14790 14970 15062 15150 15211 15301 15390 15481 15540 15663 16231 16681 16800 16891 16951 17040 17130 17220 17280 17370 17462 17520 17612 17701 17851 17942 18120 18210 18332 18361",CFOP,B?_BBC8,Default Session,,,,U,"L U' B R' B' B' B' L U' U B U'",3360,3360,"D' D' D' R D' R' R' D R",2611,450,2161,"D D R D' R' D' R D' R' D R D' R' D' D' R D' R' D B' D B",4349,601,3748,"D D F' D F D L' D L",1680,331,1349,"D' D' L' D' D' L L D L' L' D L",1562,241,1321,47,"D' F L D L' D' L D L' D' F'",2101,1024,1077,Y,"D F L D' L' D' L D L' F' L D L' D' L' F L F' D' D'",2698,568,2130
69289,2025-10-14T14:44:06.305Z,13172,R2 D B2 L2 F2 D2 L2 D L2 U F2 L D L F U R' D2 L U' B2 R,D D U R' B B D' D' L' D L L D L' D F' D' F D' B' D B D' D' F D F' D' B' D B D' R D R' L D L' D L D' L' D L D' D' L' D' L L' D' L D L' D' U L L D' L D' L' D L' D L' L' U' D' D',70,5.314303067112055,"0 120 301 572 840 962 2040 2129 2639 2729 2820 3809 4409 4500 4710 5160 5252 5312 5760 5880 6030 6180 6390 6450 6510 6661 6692 7380 7500 7620 7740 7800 8190 8310 8339 8880 9001 9090 9210 9302 9392 9512 9630 9721 9780 9809 9871 10412 10740 10890 11049 11339 11521 11580 11702 11820 11850 11942 12030 12152 12301 12332 12452 12572 12662 12691 12754 12931 13111 13172",CFOP,B?_BBC8,Default Session,,,,U,"D D U R' B B",962,962,"D' D' L' D L",1858,1078,780,"L D L' D F' D' F",2492,989,1503,"D' B' D B D' D' F D F'",1380,448,932,"D' B' D B D' R D R'",1647,688,959,20,"L D L' D L D' L' D L D' D' L'",1532,541,991,Gd,"D' L L' D' L D L' D' U L L D' L D' L' D L' D L' L' U' D' D'",3301,541,2760
69288,2025-10-14T14:43:19.504Z,19649,D' R2 B2 L2 U' L2 D' R2 U2 F2 L2 B D L D' R' U2 F' U2 B2 U' R2 D2,R' D L R' B F' F' U' D' L L' D D R' D' R R D R' D' L' D L D L' D L D' L' D L D R' D' R D' D' L D L' D R' D' R R D R' D D D R' D' R D R' D' R D D F' R F' R' R' D R D R' D' R F F D D D' R F' R B' B' R' F R B' B' R' R' D,88,4.478599419817802,"0 90 390 780 870 1230 1350 1918 2308 3028 3238 3570 3660 3779 3899 3988 5009 5158 5250 5820 5940 6030 6120 6209 6300 6540 6599 6659 6748 6808 6898 7348 9058 9208 9359 9540 9598 10170 10230 10350 10768 10889 11068 11128 11189 11308 11371 11879 13198 13290 13380 13529 13649 13709 13799 13919 14009 14399 14609 15120 15210 15298 15389 15450 15541 15659 15749 15810 15930 15990 16290 16350 16978 17429 17880 18329 18450 18569 18690 18770 18868 18988 19111 19318 19380 19468 19558 19649",CFOP,B?_BBC8,Default Session,,,,U,"R' D L R' B F' F' U'",1918,1918,"D' L L' D D R' D' R R D R' D' L' D L D L' D L D' L' D L",4980,390,4590,"D R' D' R D' D' L D L'",3452,450,3002,"D R' D' R R D R'",1021,418,603,"D D D R' D' R D R' D' R",2638,508,2130,28,"D D F' R F' R' R' D R D R' D' R F F",2341,390,1951,Ab,"D D D' R F' R B' B' R' F R B' B' R' R' D",3299,628,2671
69286,2025-10-14T14:42:23.375Z,13413,F2 D' B2 U B2 D' B2 R2 F2 D' B2 F' R D F' U2 F' R2 D2 L' U L2,L' L' R U' U' B U' R U R D R' L D' L' R' D R D' B' D B D' D' B' D B B D' B' D D B D' B' D D D' R' D' B' D B R D D B' F B' F U' B' F R' R' F' B U' B' F B' F D D' D',65,4.84604488183106,"0 91 453 602 750 900 1620 1681 1861 2641 2762 2850 3122 3211 3300 4052 4141 4231 5101 5342 5492 5612 5673 5733 5791 5911 6003 6810 6902 7081 7170 7261 7291 7411 7443 8131 8281 8761 9000 9151 9332 9393 9481 9661 10172 10772 10981 11011 11131 11134 11941 12061 12063 12210 12301 12331 12361 12542 12632 12632 12722 12725 12810 13201 13413",CFOP,B?_BBC8,Default Session,,,,U,"L' L' R U' U' B U' R U",1861,1861,"R D R' L D' L'",1439,780,659,"R' D R",931,752,179,"D' B' D B D' D' B' D B",1772,870,902,"B D' B' D D B D' B'",1440,807,633,42,"D D D' R' D' B' D B R",2218,688,1530,Ub,"D D B' F B' F U' B' F R' R' F' B U' B' F B' F D D' D'",3752,511,3241
69285,2025-10-14T14:41:51.572Z,18388,D' B2 L2 F2 U R2 U2 B2 D' F2 U' F' U' L2 U2 F' L' F2 U2 L' F' U2,F U' L U' U B B U' R' R' D' R D R' D' R D' D' R' D R D' R' D D' D' R' D' R D' F D F' D B D' D' D' B' D F' F D F' D' F D' B D' B' D D L B' L' B B D B' D B D' B' D B D' D' B' D' L B D' B' D' B D B' L' B D B' D' B' L B L',86,4.676963236893626,"0 179 330 658 1530 1859 2040 2257 2550 2638 5068 5551 5699 5758 5908 5970 6150 6209 6275 6388 6478 6538 6630 7678 7920 8040 8459 8728 8820 9178 9748 9839 9928 10200 10349 10558 10948 11040 11190 11429 11578 11759 11909 12028 12120 12240 12991 13080 13258 13319 13469 13528 14040 14099 14218 14279 14940 15118 15179 15359 15479 15628 15720 15868 15960 16018 16079 16140 16649 16798 16948 17069 17099 17220 17369 17460 17520 17579 17668 17759 17819 17939 18088 18148 18299 18388",CFOP,B?_BBC8,Default Session,,,,U,"F U' L U' U B B U' R' R'",2638,2638,"D' R D R' D' R D' D' R' D R D' R'",3992,2430,1562,"D D' D' R' D' R D' F D F'",3298,1048,2250,"D B D' D' D' B' D F' F D F' D' F",2312,272,2040,"D' B D' B' D D L B' L' B",2039,751,1288,20,"B D B' D B D' B' D B D' D' B'",1861,661,1200,Y,"D' L B D' B' D' B D B' L' B D B' D' B' L B L'",2248,509,1739
69212,2025-10-14T10:03:12.960Z,60781,R2 F2 U2 L2 B2 U B2 L2 B2 R2 U2 F U L2 U2 F R B' D' L' B' D,B U' R' U' L U F U' D L D' L' B' D' B D' R' D' R D B D' B' D B D B' D' F' D D F D F' D' F D' B D B' D' F B' L B L' F' D' L B D' B' D' B D B' L' B D B' B D' B' L B L' D D' L R' B' R L' D R D' R' D F' D' R' D R F L B R' B' L' B R B' D R' L R' L U R' L F' F' L' R U L R' R' L R' L R' L U R' L R' L D R' L B B L' R F F L D' L' D' D' R' D R D D D' L D' L' D L D' L' D' D' L D L' D L D' D' L' D' D L L U B' D B' D' B U' L' L' F' D F D,172,2.8298316908244354,"0 358 1229 3478 3839 4260 4619 4949 5428 5608 5790 6058 7290 7528 7650 8248 9118 10019 10228 11278 11548 11669 11850 11969 12089 12360 12478 12779 12930 13048 13138 13288 13709 13890 14039 14191 15659 16438 16590 16681 16830 17039 17039 17218 17338 17399 17518 18150 18690 18809 18928 18958 19050 19168 19258 19350 19438 19529 19650 19738 19888 19979 21119 21208 21629 21689 24958 25408 25948 25952 26158 26340 26344 27028 27208 27268 27358 28679 29910 30148 30299 30419 30479 30689 31800 32070 32221 32369 32518 32639 32849 32999 34320 35312 35340 35459 35462 35609 35788 35791 35939 36030 36149 36152 36509 36569 36572 36721 36724 37889 37892 38038 38068 38369 38639 38643 38938 38968 39239 39539 39541 39811 40771 42509 42509 44279 44369 44879 44999 45090 45448 45693 45809 45899 45990 46499 47069 48568 48691 48933 49049 49140 49351 49469 49979 51389 51479 51719 51989 52079 52321 52438 52469 52560 52649 53579 53880 54661 54809 55019 55803 56159 56280 57689 58169 58500 58651 58739 59400 59939 60269 60781",CFOP,B?_BBC8,Default Session,,,,U,"B U' R' U' L U F U'",4949,4949,"D L D' L' B' D' B",2701,479,2222,"D' R' D' R",2578,598,1980,"D B D' B' D B D B'",2250,1050,1200,"D' F' D D F D F' D' F",1713,301,1412,56,"D' B D B' D' F B' L B L' F'",3327,1468,1859,Y,"D' L B D' B' D' B D B' L' B D B' B D' B' L B L' D D' L R' B' R L' D R D' R' D F' D' R' D R F L B R' B' L' B R B' D R' L R' L U R' L F' F' L' R U L R' R' L R' L R' L U R' L R' L D R' L B B L' R F F L D' L' D' D' R' D R D D D' L D' L' D L D' L' D' D' L D L' D L D' D' L' D' D L L U B' D B' D' B U' L' L' F' D F D",43263,632,42631
69211,2025-10-14T10:00:28.763Z,15059,L R' B2 L D U2 B2 R' L2 U2 F U R2 F2 D' U2 L2 R' U2 D,F' D' D' F' U R U R R U F D' F' D' F D' F' D' B D' B' D' B' D B D' D' B' D B D' D' R' D R D R' D R D' F L' F' L D' F D D F' D D F D' F' L B D B' D' B' L' F L B L' F' B B U R' D R' D' R U' B' B' L' D L D' D',82,5.445248688491932,"0 119 210 312 630 840 1080 1321 1382 1680 2340 2459 2549 2640 2730 2942 3030 3210 3330 3540 3689 3900 4080 4169 4351 4440 4530 4590 4710 4830 5611 5730 6150 6269 6400 6480 6539 6750 6900 6960 7410 7500 7710 7950 8490 8880 8969 9068 9181 9392 9482 9600 9660 9810 10620 10830 10950 11040 11100 11310 11460 11550 11670 11760 11849 11910 12870 12990 13170 13380 13530 13620 13739 13830 13982 14130 14190 14280 14490 14610 14972 15059",CFOP,B?_BBC8,Daily Scramble,,,,U,"F' D' D' F' U R U R R U",1680,1680,"F D' F' D' F D' F' D' B D' B'",2009,660,1349,"D' B' D B D' D' B' D B",1141,211,930,"D' D' R' D R D R' D R D' F L' F' L",3120,781,2339,"D' F D D F' D D F D' F'",1860,540,1320,33,"L B D B' D' B' L' F L B L' F'",2100,810,1290,Ga,"B B U R' D R' D' R U' B' B' L' D L D' D'",3149,960,2189
69210,2025-10-14T09:59:47.393Z,17250,F2 R2 D' R2 D' F2 R2 D' F2 D R2 L B' D2 F D' F L U R2 B' D2,F' R U R' D' D' R' B U R' D' R D' B' D B D F' D F D F' D F R' D R D B D B' D D F' D' F B D' D' B' D B D' B' L B' L' F L B L' F' D' D' L B D' B' D' B D B' L' B D B' D' B' L B L' D',72,4.173913043478261,"0 181 631 990 1140 1200 1320 1440 1892 2820 3180 3300 3450 4020 4170 4350 5100 5430 5551 5642 5790 5880 6120 6300 6450 6540 6660 7950 8280 8610 8942 9180 9240 9420 9570 9692 10381 10441 10530 10892 11160 11221 11310 11400 12210 12300 12480 12600 12720 12812 12933 13023 13922 14400 14580 14792 14880 14941 15030 15150 15240 15360 15450 15540 15630 15720 15990 16231 16800 17012 17100 17250",CFOP,B?_BBC8,Default Session,,,,U,"F' R U R' D' D' R' B U",1892,1892,"R' D' R D' B' D B",2458,928,1530,"D F' D F D F' D F R' D R",2310,750,1560,"D B D B' D D F' D' F",3032,1290,1742,"B D' D' B' D B D' B'",1708,689,1019,24,"L B' L' F L B L' F'",1623,810,813,Y,"D' D' L B D' B' D' B D B' L' B D B' D' B' L B L' D'",4227,899,3328
69209,2025-10-14T09:59:05.516Z,22592,B2 L2 B2 D' L2 F2 D R2 U L2 D' R' F U2 F2 R' B' L D' F2 R' B' U2,U' L F U' L L U' L U D D' F D F' D' F D' D' F' D' D' R D' R' R' D' R R' D R D R' D R D' R' D R D L D' L' D' D' L' D' D' L F' D F D' D' B' U' B D' B' U B D B D' B' D' R D F D' F' R' D' L B D B' D' L' D B' B' U' L D' L D L' U B B R D' R' D',94,4.160764872521247,"0 121 483 901 1831 2279 2762 2970 3185 3511 4740 5852 6033 6119 6241 6361 6569 6631 6718 6962 7053 7531 7619 7769 8219 8369 8460 8971 9061 9211 9298 9391 9661 9778 9871 9961 10020 10111 10593 11011 11131 11218 12211 12268 12424 12601 12661 12811 13294 13445 13561 14524 14581 14973 15151 15247 15332 15395 15481 15631 15718 15843 15930 15995 16772 17100 17432 17522 17672 17740 17913 18150 18392 18601 18721 18814 18929 19115 19801 20429 20521 20671 20733 20972 21062 21212 21301 21481 21631 21721 21902 22021 22141 22592",CFOP,B?_BBC8,Default Session,,,,U,"U' L F U' L L U' L U",3185,3185,"D D' F D F' D' F D' D' F' D' D' R D' R'",4584,326,4258,"R' D' R R' D R D R' D R D' R' D R",2342,450,1892,"D L D' L' D' D' L' D' D' L F' D F",3450,482,2968,"D' D' B' U' B D' B' U B D B D' B'",2434,963,1471,2,"D' R D F D' F' R' D' L B D B' D' L'",3120,777,2343,Gc,"D B' B' U' L D' L D L' U B B R D' R' D'",3477,686,2791
